								
Playlist download for:

Station: KALX
DJ: Kendra Levine
Number of entries: 9999999
Fields are comma delimited, in the following header order:

playid,show,playtype,genre,timestamp,artist,title,albumtitle,label,prepost,programtype,iswebcast,isrequest
12678991,Kendra K,,,08-18-2014 @ 08:53:00,Bustghosters,Meeting and Passing,S/T,Good Goodbye,,live,y,
12678990,Kendra K,,,08-18-2014 @ 08:51:00,Dexter Dogfish and the Dode Dippers,Import Remix,Gumby,Dogfish Records Inc.,,live,y,
12678932,Kendra K,,,08-18-2014 @ 08:43:00,Pot Valiant,Volar,Low Dexterity Prints,Sunney Sindicut Records,,live,y,
12678926,Kendra K,Feature Single,,08-18-2014 @ 08:41:00,Memories,Dream About You,American Summer,Randy,,live,y,
12678922,Kendra K,,,08-18-2014 @ 08:37:00,Baltimores,Talk To Me In French,Talk To Me In French,Age of Music,,live,y,
12678872,Kendra K,,,08-18-2014 @ 08:30:00,Gang of Four,At Home He's A Tourist,At Home He's A Tourist,EMI,,live,y,
12678865,Kendra K,,,08-18-2014 @ 08:25:00,Avengers,Paint It Black,Paint It Black,Superior Viaduct,,live,y,
12678847,Kendra K,Feature Single,,08-18-2014 @ 08:20:00,Downtown Struts,Victory,Victory,Pirate Press,,live,y,
12678796,Kendra K,Feature,,08-18-2014 @ 08:12:00,Los Disco Duro,Te Lo Creo,Te Lo Creo,Discos Mas,,live,y,
12678775,Kendra K,,,08-18-2014 @ 08:05:00,Beat-Man,Moto-Psycho,Moto-Psycho,Renegade,,live,y,
12678751,Kendra K,,,08-18-2014 @ 08:01:00,The Goodies,Elizabeth Rules The UK,Elizabeth Rules The UK,Island,,live,y,
12678726,Kendra K,Feature Single,,08-18-2014 @ 07:55:00,Dark Beach,Swamp Girl,Scream Queen,Unicorn Power/Dark Beach,,live,y,
12678715,Kendra K,Feature Single,,08-18-2014 @ 07:52:00,Burnt Ones,Glass Dream R.I.P.s,Shreds/Glass Dream R.I.P.s,Mt. St. Mtn.,,live,y,
12678696,Kendra K,,,08-18-2014 @ 07:50:00,G.Green,Swimsuit Drugs,Swimsuit Drugs,Out Of Order Records,,live,y,
12678687,Kendra K,Feature Single,,08-18-2014 @ 07:48:00,Kids On A Crime Spree,We're So Good,We're So Good,S/R,,live,y,
12678672,Kendra K,,,08-18-2014 @ 07:46:00,Crystals,He's A Rebel,He's A Rebel,Philles Records,,live,y,
12678607,Kendra K,,,08-18-2014 @ 07:37:00,Cub,Cast A Shadow,Volcano,Mint,,live,y,
12678602,Kendra K,,,08-18-2014 @ 07:35:00,Bomb Bassets,Just A Thing Of Love,Please Don't Die,Lookout,,live,y,
12678580,Kendra K,Compilation,,08-18-2014 @ 07:32:00,Hi-Fives,Secret Sodas,Dishwasher - Music To Wash Dishes To V. 1,Seven-o-Two Records,,live,y,
12678571,Kendra K,Compilation,,08-18-2014 @ 07:30:00,Eric and the Happy Thoughts,Bad Days,New Kids On the Block,Randy,,live,y,
12678567,Kendra K,Feature Single,,08-18-2014 @ 07:26:00,The Man,I Don't Care,TV On,Hozac,,live,y,
12678558,Kendra K,,,08-18-2014 @ 07:25:00,Pizzas,Bad Ass Youth,Bad Ass Youth,Daggerman Records,,live,y,
12678530,Kendra K,,,08-18-2014 @ 07:18:00,Nothing People,Systems Failure,Problems,SS Records,,live,y,
12678520,Kendra K,,,08-18-2014 @ 07:14:00,Nuisance,The Rut,II,Very Small Records,,live,y,
12678519,Kendra K,Feature Single,,08-18-2014 @ 07:13:00,Bad Daddies,Teenage Hell,You Ain't Right,Negative Fun,,live,y,
12678511,Kendra K,,,08-18-2014 @ 07:12:00,Couch of Eureka,3 Girl Rhumba,This Lifes E.P.,Lookout,,live,y,
12678501,Kendra K,,,08-18-2014 @ 07:10:00,Fleshies,Fat Cop,Playdough EP,SPAM,,live,y,
12678492,Kendra K,Feature Single,,08-18-2014 @ 07:08:00,X-Rays,Jameson Shot,Jameson Shot,Big Neck,,live,y,
12678491,Kendra K,,,08-18-2014 @ 07:06:00,Lieber and Stoller,Black Denim Trousers and Motorcycle Boots,Black Denim Trousers and Motorcycle Boots,Nonesuch,,live,y,
12678482,Kendra K,,,08-18-2014 @ 07:04:00,Everly Brothers,Wake Up Little Susie,Wake Up Little Susie,Cadence,,live,y,
12678457,Kendra K,,,08-18-2014 @ 07:02:00,The Wellingtons,The Ballad of Davy Crockett,Walt Disney's Story of Davy Crockett,Disneyland,,live,y,
12678435,Kendra K,,,08-18-2014 @ 06:56:00,Hasil Adkins,Sally Wally Woody Waddy Weedy Wally,Sally Wally Woody Waddy Weedy Wally,Norton Records,,live,y,
12678424,Kendra K,,,08-18-2014 @ 06:53:00,Johnny Cash,Country Trash,Oney,Columbia,,live,y,
12678408,Kendra K,,,08-18-2014 @ 06:50:00,Dolly Parton,Here I Am,Coat of Many Colors,RCA,,live,y,
12678388,Kendra K,Feature Single,,08-18-2014 @ 06:44:00,Beth Bombora,Give Me Something,Paul's Party,Extension Chords,,live,y,
12678369,Kendra K,,,08-18-2014 @ 06:38:00,A House,I Am The Greatest,I Don't Care,Radioactive,,live,y,
12678358,Kendra K,,,08-18-2014 @ 06:35:00,Mark Truthe,Mr. Rock'n Roll God,Mr. Rock'n Roll God,Hopkin Records,,live,y,
12678349,Kendra K,Feature Single,,08-18-2014 @ 06:33:00,Friends of Cesar Romero,The Hold,The Hold,Snappy Little Numbers,,live,y,
12678341,Kendra K,,,08-18-2014 @ 06:30:00,The Jam,A-Bomb In Wardour Street,A-Bomb in Wardour Street,Polydor,,live,y,
12678329,Kendra K,Feature Single,,08-18-2014 @ 06:26:00,Dancer,Bitchin' Heat,Bitchin' Heat,Grazer,,live,y,
12678319,Kendra K,,,08-18-2014 @ 06:24:00,The Toys,Lovers Concerto,Lovers Concerto,Dyno Voice,,live,y,
12678289,Kendra K,,,08-18-2014 @ 06:18:00,Les Hamsters,Quelque Part En Ireland,Quelque Part En Ireland,CBS,,live,y,
12678277,Kendra K,,,08-18-2014 @ 06:14:00,Unrest,God Gave Rock and Roll To You,Bavarian Mods and Other Hits,Teen Beat,,live,y,
12678266,Kendra K,Feature,,08-18-2014 @ 06:12:00,E;ectric Eels,Jaguar Ride,Jaguar Ride,Hozac,,live,y,
12678248,Kendra K,,,08-18-2014 @ 06:07:00,Chumbawumba,Liberation,Revolution,Ajit-Prop,,live,y,
12678235,Kendra K,,,08-18-2014 @ 06:03:00,John Lennon,What Ever Gets You Through The Night,What Ever Gets You Through The Night,EMI,,live,y,
12647318,Kendra K,,,08-12-2014 @ 23:57:00,Joy Division,Love Will Tear Us Apart,Peel Sessions,Strange Fruit,,live,y,
12647299,Kendra K,,,08-12-2014 @ 23:53:00,Al Green,Let's Get Married,Livin' For You,Motown,,live,y,
12647291,Kendra K,,,08-12-2014 @ 23:50:00,Stevie Wonder,For Once In My Life,Looking Back,Motown,,live,y,
12647274,Kendra K,,,08-12-2014 @ 23:47:00,Marvin Gaye &amp; Mary Wells,Deed I Do,Marvin Gaye and HIs Girls,Tamla,,live,y,
12647237,Kendra K,,,08-12-2014 @ 23:39:00,XTC,Big Day,Skylarking,Geffen,,live,y,y
12647230,Kendra K,Compilation,,08-12-2014 @ 23:36:00,Nick Lowe,I Knew The Bride When She Used To Rock and Roll,Stiffs Live,Stiff Records,,live,y,y
12647214,Kendra K,Feature,,08-12-2014 @ 23:32:00,Bombadil,Honeymoon,Tarpits &amp; Canyonlands,Ramseur,,live,y,
12647196,Kendra K,Feature,,08-12-2014 @ 23:28:00,Bob Mould,Forgiveness,Beauty + Ruin,Merge,,live,y,
12647183,Kendra K,,,08-12-2014 @ 23:25:00,Husker Du,Girl Who Lives On Heaven Hill,New Day Rising,SST,,live,y,y
12647155,Kendra K,,,08-12-2014 @ 23:18:00,Music Explosion,Little Bit O' Soul,Little Bit O' Soul,Laurie,,live,y,
12647142,Kendra K,,,08-12-2014 @ 23:15:00,Gary Lewis and the Play Boys,Best Man,This Diamond Ring,Liberty,,live,y,
12647131,Kendra K,,,08-12-2014 @ 23:13:00,Prisoners,Reaching My Head,Revenge of the Prisoner,Pink Dust,,live,y,y
12647122,Kendra K,,,08-12-2014 @ 23:10:00,Mickey and Ludella,We're Gonna Get Married,Bedlam A Go Go,Vinyl Japan,,live,y,
12647113,Kendra K,,,08-12-2014 @ 23:07:00,X,Because I Do,Under The Big Black Sun,Elektra,,live,y,
12647109,Kendra K,,,08-12-2014 @ 23:04:00,Chuck Berry,You Never Can Tell,Rock N Roll Rarities,Chess,,live,y,
12647080,Kendra K,Feature,,08-12-2014 @ 22:56:00,Spies,The Stars And Us,The Battle Of Bosworth Terrace,Siltbreeze,,live,y,
12647059,Kendra K,,,08-12-2014 @ 22:54:00,Cloud Cult,Meet Me Where You're Going,Love,Earthology,,live,y,y
12647039,Kendra K,,,08-12-2014 @ 22:50:00,Beach House,Wedding Bell,Devotion,Carpool,,live,y,y
12647006,Kendra K,Feature,,08-12-2014 @ 22:44:00,Morrissey,Kick The Bride Down The Aisle,World Peace Is None Of Your Business,Harvest,,live,y,
12647005,Kendra K,,,08-12-2014 @ 22:41:00,Wedding Present,All This And More,George Best,Pearls From The Past,,live,y,y
12646917,Kendra K,Single,,08-12-2014 @ 22:30:00,Prince,Let's Pretend We're Married,Let's Pretend We're Married,Warner Brothers,,live,y,y
12646905,Kendra K,Feature,,08-12-2014 @ 22:27:00,Prince Fatty,Divorce A L'Italienne,Prince Fatty vs. Mungo's Hi Fi,Mr. Bongo,,live,y,
12646904,Kendra K,,,08-12-2014 @ 22:22:00,Specials,Too Much Too Young,S/T,Chrysalis,,live,y,
12646847,Kendra K,Single,,08-12-2014 @ 22:15:00,Heather B,If Headz Only Knew,If Headz Only Knew,EMI Classics,,live,y,
12646829,Kendra K,Feature,,08-12-2014 @ 22:11:00,Glass Animals,Wyrd,Zaba,Harvest,,live,y,
12646817,Kendra K,Feature,,08-12-2014 @ 22:09:00,Space Lady,Humdinger,The Space Lady's Greatest Hits,Night School,,live,y,
12646797,Kendra K,,,08-12-2014 @ 22:05:00,T. Rex,Cosmic Dancer,Electric Warrior,Reprise,,live,y,y
12646766,Kendra K,Feature,,08-12-2014 @ 21:56:00,Wendy Rene,Last Love,After Laughter Comes Tears,Light In The Attic,,live,y,
12646748,Kendra K,,,08-12-2014 @ 21:54:00,Shirelles,My Heart Belongs To You,Greatest Hits Vol. II,Scepter Records,,live,y,
12646732,Kendra K,Feature,,08-12-2014 @ 21:52:00,Muffs,Forever,Whoop De Doo,Burger Records,,live,y,
12646731,Kendra K,,,08-12-2014 @ 21:50:00,Sweet Baby,Baby Baby Baby Baby Baby I Love You,It's A Girl,Slash,,live,y,
12646717,Kendra K,,,08-12-2014 @ 21:47:00,Descendents,Marriage,Milo Goes To College,New Alliance Records,,live,y,
12646708,Kendra K,Feature Single,,08-12-2014 @ 21:44:00,Bad Daddies,You Ain't Right,You Ain't Right,Negative Fun,,live,y,
12646697,Kendra K,,,08-12-2014 @ 21:43:00,Celebrate Rifles,Let's Get Married,Quintessentially Yours,Hot,,live,y,y
12646671,Kendra K,,,08-12-2014 @ 21:36:00,Tantrums,Big Dress,Big Dress,Zafio Records,,live,y,
12646670,Kendra K,,,08-12-2014 @ 21:34:00,Eddie Arnold,Meet Me At The Alter,Lonley Again,RCA Victor,,live,y,
12646669,Kendra K,,,08-12-2014 @ 21:30:00,Ween,Stay Forever,White Pepper,elektra,,live,y,y
12646632,Kendra K,Feature,,08-12-2014 @ 21:28:00,Lucksmiths,Guess How Much I Love You,Cartography For Beginners,Matinee,,live,y,
12646631,Kendra K,,,08-12-2014 @ 21:24:00,Go Sailor,Windy,Go Sailor,Lookout,,live,y,
12646597,Kendra K,Single,,08-12-2014 @ 21:15:00,Ginuwine,Pony (Ride It Mix),Pony,550 Music,,live,y,
12646585,Kendra K,,,08-12-2014 @ 21:14:00,Freda Payne,Band of Gold,Band of Gold,Edsel,,live,y,
12646570,Kendra K,Feature Compilation,,08-12-2014 @ 21:11:00,Frederick Knight,Take My Hand,The Birmingham Sound,Rabbit Factory,,live,y,
12646561,Kendra K,,,08-12-2014 @ 21:09:00,Sam and Dave,May I Baby,Soul Men,Atlantic,,live,y,
12602093,Kendra K,,,08-05-2014 @ 11:53:00,Pogues,And THe Bland Played Waltzing Matilda,Rum, Sodomy, and the Lash,Stiff Records,,live,y,y
12602075,Kendra K,Feature,,08-05-2014 @ 11:46:00,Des Liminanas,Votre cote yeye m'emmerde,Costa Blanca,Trouble In Mind,,live,y,
12602051,Kendra K,Single,,08-05-2014 @ 11:43:00,Bleeding Rainbow,See Thru,Waking Dream,Kanine,,live,y,
12602045,Kendra K,Feature,,08-05-2014 @ 11:41:00,Cold Beat,Mirror,Over Me,Crime On The Moon,,live,y,
12602022,Kendra K,,,08-05-2014 @ 11:35:00,Street Cleaners,That's Cool, That's Trash,Riot City!,Satan,,live,y,
12602004,Kendra K,Compilation,,08-05-2014 @ 11:32:00,Seals,Stop This War,Prae-Kraut Pandaemonium,PK,,live,y,
12601992,Kendra K,Compilation,,08-05-2014 @ 11:30:00,Cubby and the Blizzards,Stumble and Fall,Pebbles V. 15: Continent Lashes Back - The Netherlands,AIP,,live,y,
12601991,Kendra K,,,08-05-2014 @ 11:27:00,Cynics,Yeah!,Twelve Flights Up,Get Hip!,,live,y,
12601963,Kendra K,,,08-05-2014 @ 11:24:00,Future Primitives,Tell Me Where's That Girl,Songs We Taught Ourselves,Casbah Records,,live,y,
12601962,Kendra K,Feature,,08-05-2014 @ 11:22:00,Cretin Stompers,Adult Child,Looking Forward to Being Attacked,Hozac,,live,y,
12601937,Kendra K,,,08-05-2014 @ 11:16:00,Wild Billy Childish and the Black Hands,Tipperary,Live In The Netherlands,Hangman,,live,y,
12601907,Kendra K,,,08-05-2014 @ 11:14:00,Zombies,Butchers Tale (Western Front),Time of the Zombies,Epic,,live,y,
12601893,Kendra K,Compilation,,08-05-2014 @ 11:11:00,Chills,Draft Morning,Time Between: A Tribute to the Byrds,Communion,,live,y,
12601880,Kendra K,,,08-05-2014 @ 11:07:00,Longpigs,She Said,The Sun is Often Out,Mother,,live,y,
12601866,Kendra K,Feature,,08-05-2014 @ 11:04:00,Muffs,Because You're Sad,Whoop De Doo,Burger,,live,y,
12601844,Kendra K,,,08-05-2014 @ 10:58:00,Ivy League,Graduation Day,Tossing and Turning,Cameo,,live,y,
12601832,Kendra K,,,08-05-2014 @ 10:55:00,Chob,Ain't Gonna Eat My Heart Out Anymore,We're Pretty Quick,Lavette,,live,y,
12601824,Kendra K,Feature Compilation,,08-05-2014 @ 10:52:00,Koffee Beans,Been A Long Time,Psychedelic States: Maryland in the 60's,Gear Fab,,live,y,
12601805,Kendra K,Single,,08-05-2014 @ 10:49:00,Lords,Poor Boy,Poor Boy,Columbia,,live,y,
12601799,Kendra K,,,08-05-2014 @ 10:48:00,Judy and the Loadies,Germany,Gift of Knowledge,Lookout,,live,y,
12601769,Kendra K,,,08-05-2014 @ 10:40:00,Andre Cymone,Surviving in the 80s,Surviving in the 80's,Columbia,,live,y,
12601755,Kendra K,,,08-05-2014 @ 10:35:00,Killing Joke,Eighties,Greatest Hits,Virgin,,live,y,
12601754,Kendra K,,,08-05-2014 @ 10:30:00,Motorhead,1916,1916,WTG Records,,live,y,
12601730,Kendra K,Feature,,08-05-2014 @ 10:25:00,Matmos,Behold The Throne Of Might,Why Do The Heathen Rage?,Thrill Jockey,,live,y,
12601720,Kendra K,Feature Single,,08-05-2014 @ 10:20:00,Los Discos Duro,Muchachado,Te Lo Creo,Discos Mas,,live,y,
12601719,Kendra K,Single,,08-05-2014 @ 10:18:00,Johnny Keating,Lost Patrol,Theme To Z-Cars,Picadilly,,live,y,
12601718,Kendra K,Compilation,,08-05-2014 @ 10:14:00,Searchers,Wow Wow Baby,Best In Class V. 2,Class,,live,y,
12601692,Kendra K,Single,,08-05-2014 @ 10:12:00,Bill Justis Orchestra,I'm Gonna Learn,,,,live,y,
12601717,Kendra K,,,08-05-2014 @ 10:12:00,Bill Justis Orchestra,I'm Gonna Learn To Dance,I'm Gonna Learn To Dance,Smash,,live,y,
12601691,Kendra K,Compilation,,08-05-2014 @ 10:10:00,Opals,Patty Cake,Okeh Soul,Epic,,live,y,
12601690,Kendra K,Feature Compilation,,08-05-2014 @ 10:04:00,Tommy Hunt,Crackin' Up,Wigan Casino Soul Club,Charly UK,,live,y,
12601689,Kendra K,,,08-05-2014 @ 09:54:00,Hawny Troof,Body Armageddon,Daggers At The Moon,Retard Disco,,live,y,
12601688,Kendra K,Feature,,08-05-2014 @ 09:50:00,Green Seed,Make Room,Drapetomania,Communication Vessels,,live,y,
12601687,Kendra K,,,08-05-2014 @ 09:45:00,Timbaland and Magoo,Up Jumps Da Boogie,Up Jumps Da Boogie,Blackground Enterprises,,live,y,
12601498,Kendra K,,,08-05-2014 @ 09:38:00,Mott the Hoople,All The Young Dudes,Greatest Hits,Columbia,,live,y,
12601491,Kendra K,Feature,,08-05-2014 @ 09:33:00,Morrissey,Staircase at the University,World Peace Is None of Your Business,Harvest,,live,y,
12601468,Kendra K,Feature,,08-05-2014 @ 09:30:00,Trick Mammoth,Baltimore,Floristry,Fishrider,,live,y,
12601467,Kendra K,,,08-05-2014 @ 09:27:00,Housemartins,Get Up Off Your Knees,London 0 Hull 4,Elektra,,live,y,
12601426,Kendra K,Single,,08-05-2014 @ 09:18:00,Erasure,March on Down The Line,Oh L'Amour,Sire,,live,y,
12601399,Kendra K,,,08-05-2014 @ 09:15:00,My Robot Friend,The Power of Love,Hot Action!,Porptronix,,live,y,
12601398,Kendra K,Feature,,08-05-2014 @ 09:11:00,Space Lady,FLy Like An Eagle,The Space Lady's Greatest Hits,Night School,,live,y,y
12601350,Kendra K,,,08-05-2014 @ 09:02:00,Iron Maiden,Paschendale,Dance of Death,Columbia,,live,y,
12566611,Kendra K,Feature,,07-29-2014 @ 23:56:00,Cold Beat,Abandon,Over Me,Crime On The Moon,,live,y,
12566580,Kendra K,,,07-29-2014 @ 23:49:00,Pulp,This Is Hardcore,This Is Hardcore,Island,,live,y,
12566579,Kendra K,,,07-29-2014 @ 23:42:00,Walker Brothers,The Electrician,Superhits,Sony,,live,y,y
12566521,Kendra K,,,07-29-2014 @ 23:34:00,Cex,Love Cop,Role Model,Tigerbeat 6,,live,y,
12566513,Kendra K,Single,,07-29-2014 @ 23:30:00,M.F. Grimm,International Rules (Radio Mix),International Rules,Dolo Records,,live,y,
12566489,Kendra K,,,07-29-2014 @ 23:25:00,Twinkle Brothers,Concrete Floor,New Songs For Jah!,Twinkle,,live,y,
12566480,Kendra K,Feature,,07-29-2014 @ 23:22:00,Shabazz Palaces,#CAKE,Lese Majesty,Sub Pop,,live,y,
12566447,Kendra K,,,07-29-2014 @ 23:14:00,Wild Wild,The Island,S/T,S/R,,live,y,
12566435,Kendra K,,,07-29-2014 @ 23:11:00,Cretin Stompers,The Only One,Looking Forward to Being Attacked,Hozac,,live,y,
12566427,Kendra K,,,07-29-2014 @ 23:10:00,Bitesize,Switch Hitter,The Best of Bitesize,Packing Heat,,live,y,
12566422,Kendra K,,,07-29-2014 @ 23:06:00,Pansy Division,Cowboys Are Frequently Secretly Fond of Each Other,Pile Up,Lookout!,,live,y,
12566421,Kendra K,Compilation,,07-29-2014 @ 23:04:00,Hi-Fives,Secret Sodas,Dishwasher Music TO Wash Dishes To V. 1,Seven-O-Two,,live,y,
12566384,Kendra K,,,07-29-2014 @ 22:57:00,Patsy Cline,Three Cigarettes In An Asthray,The Essential,RCA Victor,,live,y,
12566376,Kendra K,,,07-29-2014 @ 22:54:00,Melba Montgomery,Listen Arms,America's Number One Country And Western Girl Singer,United Artists,,live,y,
12566371,Kendra K,Feature,,07-29-2014 @ 22:50:00,Honeyblood,Bud,S/T,Fatcat,,live,y,
12566360,Kendra K,,,07-29-2014 @ 22:49:00,Horrible/Adorable,Kevibear,Amy Understands,S/R,,live,y,y
12566344,Kendra K,Feature,,07-29-2014 @ 22:46:00,Field Mouse,Netsuke,Hold Still Life,Topshelf,,live,y,
12566330,Kendra K,,,07-29-2014 @ 22:42:00,Dealership,Database Corrupted,Action/Adventure,Turn Records,,live,y,y
12566298,Kendra K,,,07-29-2014 @ 22:33:00,Chin Chin,Stop! Your Crying,Stop! Your Crying,Farmer,,live,y,
12566283,Kendra K,Feature,,07-29-2014 @ 22:31:00,Spits,Take Pleasure In Someone Else's Pain,Kill The Kool,In The Red,,live,y,
12566277,Kendra K,,,07-29-2014 @ 22:29:00,Lizards,Shemp,Spazzmatic,Verysmall Records,,live,y,
12566263,Kendra K,,,07-29-2014 @ 22:26:00,Gazillions,Thanks for Playing Scrabbel,Have Landed,Round Records,,live,y,
12566224,Kendra K,Feature Single,,07-29-2014 @ 22:17:00,Bad Daddies,You Ain't Right,You Ain't Right,Negative Fun Records,,live,y,
12566220,Kendra K,Feature,,07-29-2014 @ 22:15:00,White Lung,Down It Goes,Deep Fantasy,Domino,,live,y,
12566214,Kendra K,,,07-29-2014 @ 22:12:00,Divine Comedy,Tailspin,Fanfare for the Comic Muse,Setanta,,live,y,
12566201,Kendra K,Single,,07-29-2014 @ 22:09:00,Inspiral Carpets,Joe,cool as **** e.p.,cow records,,live,y,
12566188,Kendra K,,,07-29-2014 @ 22:07:00,Dentists,Tony Bastable V John Noakes,Some of the Crowd Are On The Pitch,Trouble In Mind,,live,y,
12566181,Kendra K,Feature,,07-29-2014 @ 22:04:00,Proper Ornaments,Now I Understand,Wooden Hand,Slumberland,,live,y,
12566159,Kendra K,,,07-29-2014 @ 21:58:00,Rich Kids,Put You In The Picture,Ghosts of Princesses In Towers,EMI,,live,y,
12566158,Kendra K,,,07-29-2014 @ 21:53:00,Mick Ronson,Love Me Tender,Slaughter On 10th Avenue,Mainman,,live,y,
12566128,Kendra K,,,07-29-2014 @ 21:49:00,David Bowie,I Know It's Gonna Happen Some Day,Black Tie White Noise,Savage Records,,live,y,
12566127,Kendra K,,,07-29-2014 @ 21:45:00,Morrissey,We Hate It When Our Friends Become Successful,We Hate It When our Friends Become Successful,Sire,,live,y,
12566082,Kendra K,Feature,,07-29-2014 @ 21:38:00,Greg Ashley,Bruises,Another Generation of Slaves,Trouble In Mind,,live,y,
12566077,Kendra K,Feature,,07-29-2014 @ 21:35:00,Pete Molinari,You Will Be Mine,Theosophy,Ingrooves,,live,y,
12566068,Kendra K,Compilation,,07-29-2014 @ 21:33:00,Liverbirds,Why Do You Hang Around Me,Girls In The Garage v. 3,Romulan,,live,y,
12566060,Kendra K,,,07-29-2014 @ 21:30:00,Franz Beckenbauer,Gute Freunden kann nieman trennen,Gute Freunden kann nieman trennen,Polydor,,live,y,
12566036,Kendra K,,,07-29-2014 @ 21:27:00,Der Fussball-Nationalmannschafft,Fussball is Unser Leben,Fussball Is Unser Leben,Polydor,,live,y,
12566003,Kendra K,Feature,,07-29-2014 @ 21:17:00,R.E.M.,Disturbance at the Heron House,Unplugged 1991 &amp; 2001,Rhino,,live,y,
12565989,Kendra K,,,07-29-2014 @ 21:13:00,Box Set,Back To You,Twenty Seven,S/R,,live,y,
12565975,Kendra K,,,07-29-2014 @ 21:09:00,Counting Crows,Monkey,Recovering The Satellites,Geffen,,live,y,
12565963,Kendra K,,,07-29-2014 @ 21:06:00,Train,Meet Virginia,S/T,Wolfgang Records,,live,y,
12462838,Kendra K,,,07-12-2014 @ 08:57:00,The Toys,This Night,Lovers Concerto,Dynovoice,,live,y,
12462823,Kendra K,,,07-12-2014 @ 08:55:00,Mary Wells,Can't You See (You're Gonna Lose Me),Dear Lover,Atco,,live,y,
12462815,Kendra K,Single,,07-12-2014 @ 08:52:00,Stevie Wonder,Signed Sealed Delivered,Signed Sealed Delivered,Tamla,,live,y,
12462803,Kendra K,Single,,07-12-2014 @ 08:50:00,Simon &amp; Garfunkel,You Don't Know Where Your Interest Lies,You Don't Know Where Your Interest Lies,Columbia,,live,y,
12462802,Kendra K,Single,,07-12-2014 @ 08:48:00,Bumblescrump,It Again,Bumblescrump/Rice,Joel Wing Records,,live,y,
12462782,Kendra K,Single,,07-12-2014 @ 08:44:00,Rolling Scabs,We're The Scabs,Live at Gilman St. Project,S/R,,live,y,
12462774,Kendra K,Feature Single,,07-12-2014 @ 08:42:00,Memories,Dream About You,American Summer,Randy,,live,y,
12462765,Kendra K,Single,,07-12-2014 @ 08:36:00,Lucksmiths,Southernmost,Southernmost,Matinee Records,,live,y,
12462746,Kendra K,Single,,07-12-2014 @ 08:33:00,Cibo Matto,Birthday Cake,Birthday Cake,El Diablo,,live,y,
12462732,Kendra K,Feature Single,,07-12-2014 @ 08:31:00,999999999,White Devils,White Devils,Hozac,,live,y,
12462729,Kendra K,Compilation,,07-12-2014 @ 08:30:00,IUD,You Smell,Squish,Happy Tails,,live,y,
12462721,Kendra K,Single,,07-12-2014 @ 08:27:00,Salteens,Tomorrow,Tomorrow,Drive-In Records,,live,y,
12462707,Kendra K,Single,,07-12-2014 @ 08:25:00,Lonely Surfer &amp; His Surfer Pals,Horror Break,Horror Break,Planet Pimp,,live,y,
12462703,Kendra K,Single,,07-12-2014 @ 08:24:00,Matt K. Shrugg,Bad Tripper,We Were D.O.A.,Tic Tac Totally,,live,y,
12462694,Kendra K,Feature Single,,07-12-2014 @ 08:22:00,Woolen Men,Emily,Quick Trips,Log Lady,,live,y,
12462677,Kendra K,,,07-12-2014 @ 08:17:00,Music Explosion,Little Bit 'O Soul,Little Bit O'Soul,Laurie,,live,y,
12462666,Kendra K,,,07-12-2014 @ 08:14:00,Gene Pitney,Time Won't Let Me,Time Won't Let Me,Musicor,,live,y,
12462659,Kendra K,Single,,07-12-2014 @ 08:11:00,Dale Watson,Yankee Doodle Jean,Good Luck 'n' good Truckin' Tonite,Kock Records,,live,y,
12462635,Kendra K,Single,,07-12-2014 @ 08:08:00,Yeah Yeah Noh,Cottage Industry,Cottage Industry,In Tape,,live,y,
12462634,Kendra K,Feature Single,,07-12-2014 @ 08:05:00,Electric Eels,Jaguar Ride,Jaguar Ride,Hozac,,live,y,
12462626,Kendra K,,,07-12-2014 @ 08:03:00,Len Bright Combo,Someone Must've Nailed Us Together,Someone Must've Nailed Us Together,Empire,,live,y,
12462604,Kendra K,Single,,07-12-2014 @ 07:58:00,Brent's TV,Everybody's Baby,Lumberjack Days,Lookout,,live,y,
12462594,Kendra K,Single,,07-12-2014 @ 07:56:00,Muskrats,New Frankie &amp; Jonnie Blues,Eat From The Pie Of Life,Woodgrain Records,,live,y,
12462590,Kendra K,Single,,07-12-2014 @ 07:54:00,Lois Maffeo,Long Time Gone,Press Play And Record,Kelt,,live,y,
12462572,Kendra K,,,07-12-2014 @ 07:48:00,New Order,Temptation,Temptation,Factory Records,,live,y,
12462541,Kendra K,Feature Single,,07-12-2014 @ 07:44:00,Los Disco Duro,Te Lo Creo,Te Lo Creo,Discos Mas,,live,y,
12462532,Kendra K,Single,,07-12-2014 @ 07:39:00,K-Maxx,Supa Drunk,Supa Drunk,Funk Connection,,live,y,
12462514,Kendra K,Single,,07-12-2014 @ 07:35:00,Johnny Clarke,Recession,Recession,Tafari,,live,y,
12462490,Kendra K,Feature Single,,07-12-2014 @ 07:26:00,Father Murphy,Jesus,Jesus,Madcap,,live,y,
12462480,Kendra K,Single,,07-12-2014 @ 07:24:00,Street Eaters,Frigid Digits,Polluted Waters Split 7&quot;,Dead Broke Rekerds,,live,y,
12462464,Kendra K,Feature Single,,07-12-2014 @ 07:21:00,Downtown Struts,Victory,Victory,Pirates Press,,live,y,
12462447,Kendra K,Single,,07-12-2014 @ 07:15:00,Crass,Nagaski is Yesterday's Dog's End,You're Already Dead,Her Master's Voice,,live,y,
