								
Playlist download for:

Station: KALX
DJ: Kendra Levine
Number of entries: 9999999
Fields are comma delimited, in the following header order:

playid,show,playtype,genre,timestamp,artist,title,albumtitle,label,prepost,programtype,iswebcast,isrequest
1918295,Kendra K,Feature,,04-01-2009 @ 08:50:00,Surf City,Dickshakers Union,s/t,Morr,,live,y,
1918284,Kendra K,Single,,04-01-2009 @ 08:48:00,The Flatmates,Happy All the Time,Happy All The Time,The Subway Organization,,live,y,
1918283,Kendra K,Compilation,,04-01-2009 @ 08:45:00,The Cortinas,Heartache,Permanent Wave,Epic,,live,y,
1918282,Kendra K,,,04-01-2009 @ 08:42:00,Pop Group,Forces of Oppression,For How Much Longer Do We Tolerate Mass Murder?,Rough Trade,,live,y,
1918281,Kendra K,,,04-01-2009 @ 08:38:00,Massive Attack,Daydreaming,Blue Lines,Virgin,,live,y,
1918280,Kendra K,,,04-01-2009 @ 08:35:00,Portishead,All Mine,Portishead,Go Beat,,live,y,
1918236,Kendra K,Compilation,,04-01-2009 @ 08:27:00,Razzia,Helden von Nordvietnam,Waterkant Hits,Weird System,,live,y,
1918235,Kendra K,,,04-01-2009 @ 08:25:00,TSOL,American Zone,True Sounds of liberty,Enigma,,live,y,y
1918223,Kendra K,Feature,Hip Hop,04-01-2009 @ 08:18:00,Lady Sovereign,I got you dancing...,Jigsaw,Midget,,live,y,
1918222,Kendra K,,Hip Hop,04-01-2009 @ 08:15:00,Federation,18 Dummy,It's Whateva,Reprise,,live,y,
1918221,Kendra K,Single,Hip Hop,04-01-2009 @ 08:10:00,Mac Dre,Get Stupid,Get Stupid,City Hall,,live,y,
1918220,Kendra K,,Hip Hop,04-01-2009 @ 08:05:00,The Pack,Vans,Skateboards 2 Scrapers,Jive,,live,y,
1918190,Kendra K,,,04-01-2009 @ 07:58:00,Post Coitus,Automation,Build Your Own Circus,Double Negative Records,,live,y,
1918171,Kendra K,Feature,,04-01-2009 @ 07:56:00,The Whip,Frustration,X Marks the,,,live,y,
1918170,Kendra K,Feature,,04-01-2009 @ 07:52:00,Morrissey,Something is Squeezing My Skull,Years of Refusal,Attack,,live,y,
1918154,Kendra K,,,04-01-2009 @ 07:50:00,T. Rex,Do You Wanna Dance,The Unobtainable T. Rex,EMI,,live,y,
1918153,Kendra K,Feature Compilation,,04-01-2009 @ 07:47:00,Fynnius Fogg,Roller Skating Baby,Blitzing the Ballroom,Psychic Circle,,live,y,
1918152,Kendra K,Compilation,,04-01-2009 @ 07:45:00,Shag,Clap and Shout,Bubblepop,RPM,,live,y,
1918151,Kendra K,,,04-01-2009 @ 07:40:00,Huey Lewis &amp; the News,I Want a New Drug,Sports,Chrysalis,,live,y,y
1918150,Kendra K,,,04-01-2009 @ 07:35:00,Ray Parker Jr.,Ghostbusters,Ghostbusters Original Soundtrack,Arista,,live,y,y
1918119,Kendra K,,Hip Hop,04-01-2009 @ 07:27:00,Dr. Dre,Let Me Ride,The Chronic,Death Row,,live,y,
1918118,Kendra K,Compilation,,04-01-2009 @ 07:25:00,McFadden &amp; Whitehead,Ain't No Stopping Us Now,The Disco Years,Rhino,,live,y,
1918117,Kendra K,,,04-01-2009 @ 07:20:00,Cookie Monster and the Girls,C is for Cookie,Seasame Street Fever,Seasame Street Records,,live,y,
1918116,Kendra K,Feature,,04-01-2009 @ 07:15:00,DJ Smokestack,I am a Disco Dancer,Shitala,Giving Tree,,live,y,
1918115,Kendra K,,,04-01-2009 @ 07:12:00,Porest,Continental Revolt,Tourrorists,Abduction Records,,live,y,
1918092,Kendra K,Compilation,,04-01-2009 @ 07:09:00,The Yardbirds,Shape of Things,The British Invasion vol.4,Rhino,,live,y,y
1918091,Kendra K,,,04-01-2009 @ 07:05:00,John Mayall,Cancelling Out,The Blues Alone,Decca,,live,y,
1918090,Kendra K,,,04-01-2009 @ 07:00:00,Blind Faith,Well All Right,s/t,Atco,,live,y,
1891730,Kendra K,Feature,,03-25-2009 @ 09:57:00,Nek Case,Don't Forget Me,Middle Cyclone,Anti-,,live,y,
1891723,Kendra K,,,03-25-2009 @ 09:55:00,The Who,Can't Explain,Meaty Beaty Big and Bouncy,MCA,,live,y,
1891722,Kendra K,Compilation,,03-25-2009 @ 09:52:00,Rose Batiste,Hit and Run,Best Northern Soul All Nighter Ever!,Virgin,,live,y,
1891721,Kendra K,,,03-25-2009 @ 09:50:00,Alton Ellis,Can't Get Used to Losing You,I'm Still In Love With You,Heartbeat,,live,y,
1891720,Kendra K,,,03-25-2009 @ 09:47:00,The Jam,It's Too Bad,All Mod Cons,Polydor,,live,y,
1891719,Kendra K,Single,,03-25-2009 @ 09:45:00,Creation,Making Time,Making Time,Raw,,live,y,y
1891682,Kendra K,Feature,,03-25-2009 @ 09:40:00,Manhattan Love Suicides,You'll Never Get That Guy,Burnt Out Landscapes,Magic Marker,,live,y,
1891681,Kendra K,Single,,03-25-2009 @ 09:36:00,Wedding Present,At the Edge of the Sea,Don't Try and Stop Me Mother,Reception,,live,y,
1891680,Kendra K,,,03-25-2009 @ 09:33:00,Gang of Four,Damaged Goods,Entertainment,Warner Bros.,,live,y,
1891679,Kendra K,,,03-25-2009 @ 09:30:00,Marc Almond,Tears Run Rings,The Stars We Are,Capitol,,live,y,
1891633,Kendra K,Compilation,,03-25-2009 @ 09:24:00,The Rats,Rats' Revenge,Back From The Grave Vol. 1,Crypt,,live,y,
1891632,Kendra K,Feature Compilation,,03-25-2009 @ 09:20:00,Twizlers,wear the Twizzlers + Motorbike,Messthetics Greates Hiss,Hyped 2 Death,,live,y,
1891631,Kendra K,Feature,,03-25-2009 @ 09:18:00,Weather Machines,Parts of Speech,Bones and brains,Tigers Against Crime,,live,y,
1891630,Kendra K,Feature,,03-25-2009 @ 09:15:00,BubbleGum Lemonade,A Billion Heartbeats,Doubleplusgood,Manitee,,live,y,
1891629,Kendra K,,,03-25-2009 @ 09:10:00,Pointed Sticks,Perfect Youth,Perfect Youth,Quintessence Records,,live,y,
1891593,Kendra K,,,03-25-2009 @ 09:06:00,The Dead Boys,Sonic Reducer,Young, Loud, and Snotty,Sire,,live,y,y
1891592,Kendra K,Feature Single,,03-25-2009 @ 09:04:00,The Vibrarians,The Woods,Red Light,K,,live,y,
1891591,Kendra K,,,03-25-2009 @ 09:02:00,Tiger Trap,Carrie's Song,Sour Grass,Koch,,live,y,
1891590,Kendra K,Single,,03-25-2009 @ 09:00:00,Potatomen,All My Yesterday,All My Yesterdays,Lookout!,,live,y,
1891589,Kendra K,Feature,,03-25-2009 @ 08:57:00,Morrissey,All You Need Is Me,Years of Refusal,Attack,,live,y,
1891534,Kendra K,,,03-25-2009 @ 08:47:00,Scott Walker,Jackie,2,Fontana,,live,y,
1891533,Kendra K,,,03-25-2009 @ 08:45:00,Badfinger,Carry On,Magic Christian Music,Apple,,live,y,y
1891532,Kendra K,,,03-25-2009 @ 08:42:00,Small Faces,Lazy Sunday,Ogdens Nut Gone Flake,Immediate,,live,y,
1891531,Kendra K,Feature,,03-25-2009 @ 08:37:00,Pretty Things,Hello, How Do You Do,Philippe Debarge,Ugly Things,,live,y,
1891490,Kendra K,,,03-25-2009 @ 08:29:00,Milton Brown,Sweet Jennie Lee,Dance-o-Rama,western records,,live,y,
1891489,Kendra K,Feature,,03-25-2009 @ 08:27:00,Bran Flakes,Rodeo Butterfly,I have Hands,Illegal Art,,live,y,
1891488,Kendra K,,,03-25-2009 @ 08:25:00,Brainiac,You Wrecked My Hair,Bonsai Superstar,Grass,,live,y,
1891487,Kendra K,,,03-25-2009 @ 08:20:00,Marnie Stern,The Crippled Jazzer,This is it...,Kill Rock Stars,,live,y,
1891465,Kendra K,Feature Compilation,,03-25-2009 @ 08:09:00,Hot Chip,Transmission,Heroes,War Child,,live,y,
1891464,Kendra K,,,03-25-2009 @ 08:05:00,Joy Division,Love Will Tear Us Apart,Peel Sessions,Radio 1,,live,y,
1891463,Kendra K,Compilation,,03-25-2009 @ 08:00:00,Jimmy Scott &amp; Flea,Love WIll Keep Us Together,Lounge-a-plooza,Hollywood,,live,y,y
1891466,Kendra K,,,03-25-2009 @ 08:00:00,Blondie,X Offender,s/t,Private Stock,,live,y,y
1891407,Kendra K,,Americana,03-25-2009 @ 07:55:00,George Jones &amp; Tammy Wynetter,God's Gonna Get'cha (For That),Greatest Hits,Epic,,live,y,
1891406,Kendra K,,,03-25-2009 @ 07:52:00,Brinsley Schwarz,Trying to Live My Life Without You,The New Favourites of..,United Artists,,live,y,
1891405,Kendra K,,,03-25-2009 @ 07:48:00,The Softies,Try a Little Harder,Nice &amp; Nasty,Charly Records,,live,y,
1891404,Kendra K,,,03-25-2009 @ 07:45:00,Jeff Beck,The Shape of Things,Truth,Epic,,live,y,
1891378,Kendra K,,,03-25-2009 @ 07:40:00,Versus,Eskimo,Hurrah,Merge,,live,y,y
1891377,Kendra K,,,03-25-2009 @ 07:35:00,The Rock*a*teens,Cry Crybaby,Cry,Daemon Records,,live,y,
1891376,Kendra K,Feature,,03-25-2009 @ 07:31:00,The Pains of Being Pure at Heart,Young Adult Friction,S/T,Slumberland,,live,y,
1891375,Kendra K,Feature,,03-25-2009 @ 07:27:00,Jeremy Jay,Where Could We go Tonight?,Slow Dance,K,,live,y,
1891374,Kendra K,,,03-25-2009 @ 07:25:00,The Housemartins,Happy Hour,London 0 Hull 4,Elektra,,live,y,
1891334,Kendra K,Feature,,03-25-2009 @ 07:20:00,The Parties,Gotta Get Out,Can't Come Down,Rainbow Quartz,,live,y,
1891333,Kendra K,,,03-25-2009 @ 07:18:00,Jay Retard,Screaming Hand,Matador Singles '08,Matador,,live,y,y
1891332,Kendra K,,,03-25-2009 @ 07:15:00,Thee Headcoats,The Messerschmitt Piolt's Severed Hand,The Messerschmitt Piolt's Severed Hand,Damaged Goods,,live,y,
1891331,Kendra K,,,03-25-2009 @ 07:10:00,The Hi-Fives,Transistor Sister,Welcome to My Mind,Lookout!,,live,y,
1891330,Kendra K,,,03-25-2009 @ 07:00:00,Flashmaster Frank,Green Eggs and Ham Rap,n.a,n/a,,live,y,
1857475,Kendra K,Feature,,03-18-2009 @ 09:56:00,Abe Vigoda,Endless Sleeper,Reviver,Post Present Medium,,live,y,
1857474,Kendra K,Feature,,03-18-2009 @ 09:52:00,Mi Ami,The Man In Your House,Watersports,Quarterstick,,live,y,
1857457,Kendra K,,,03-18-2009 @ 09:48:00,Vaginasore Jr.,Botched Endings and Broken Strings,s/t,A.D.D. Records,,live,y,
1857456,Kendra K,,,03-18-2009 @ 09:44:00,Dinosaur Jr.,Feel The Pain,Without A Sound,Sire,,live,y,y
1857455,Kendra K,,,03-18-2009 @ 09:38:00,Jim Carrol Band,People Who Died,Catholic Boys,Atco,,live,y,y
1857454,Kendra K,,,03-18-2009 @ 09:35:00,Longpigs,Sally Dances,The Sun If Often Out,Island,,live,y,
1857453,Kendra K,,,03-18-2009 @ 09:31:00,Jarvis Cocker,From Auschwitz to Ipswich,Jarvis,Rough Trade,,live,y,
1857420,Kendra K,Feature,,03-18-2009 @ 09:27:00,Morrissey,All You need Is Me,Years of Refusal,Attack,,live,y,
1857419,Kendra K,,,03-18-2009 @ 09:25:00,The Freshies,Hey,The Very Best,Cherry Red,,live,y,
1857418,Kendra K,Feature,,03-18-2009 @ 09:23:00,The Pains of Being Pure at Heart,Hey Paul,s/t,Slumberland,,live,y,
1857417,Kendra K,,,03-18-2009 @ 09:19:00,Masters of the Hemisphere,Everybody Knows Canada,s/t,Kindercore,,live,y,
1857416,Kendra K,,,03-18-2009 @ 09:15:00,Game Theory,Shark Pretty,Distortion,Rational Records,,live,y,y
1857329,Kendra K,Compilation,,03-18-2009 @ 08:57:00,Softs,Kassie Kijken,Trans-Wrold Punk Rave-Up!,Trans-World,,live,y,
1857328,Kendra K,,,03-18-2009 @ 08:55:00,N.V. Groep 65,Tanger,Dank zij de Heer,Grey Past Records,,live,y,
1857327,Kendra K,Feature,,03-18-2009 @ 08:52:00,The Rokes,The Works of Bartholomew,Let's Live For Today: The Rokes in English 1966-68,Rev-Ola,,live,y,
1857326,Kendra K,,,03-18-2009 @ 08:48:00,Le Orme,Era un Anno Fa,Ad Gloriam,Akarma,,live,y,
1857325,Kendra K,Feature,,03-18-2009 @ 08:45:00,Tommy James and the Shondells,Mirage,40 Years, The Complete Singles Collection,Rhino,,live,y,
1857287,Kendra K,Compilation,,03-18-2009 @ 08:42:00,Skeeter Davis,I Can't Stay Mad At You,More Girl Group Greats,Rhino,,live,y,
1857286,Kendra K,Feature,,03-18-2009 @ 08:40:00,Neko Case,People Got a Lotta Nerve,Middle Cyclone,Anti-,,live,y,
1857285,Kendra K,,,03-18-2009 @ 08:35:00,Cub,New York City,Come Out Come Out,Mint,,live,y,
1857284,Kendra K,Feature,,03-18-2009 @ 08:33:00,Dear Nora,Second Birthday,Three states: Rarities 1997-2007,Magic Marker,,live,y,
1857283,Kendra K,,,03-18-2009 @ 08:30:00,Go Sailor,Fine Day for Sailing,s/t,Lookout,,live,y,
1857246,Kendra K,,,03-18-2009 @ 08:25:00,The E-Types,I Never Cried,Teen Trash Vol. 8 - Th ee-Types,Music Maniac Records,,live,y,
1857245,Kendra K,,,03-18-2009 @ 08:21:00,The Decibels,Change,Create Action,Screaming Apple,,live,y,
1857244,Kendra K,,,03-18-2009 @ 08:18:00,Th' Losing Streaks,Blue Girl,Sounds of Violence,Slovenly,,live,y,
1857243,Kendra K,Single,,03-18-2009 @ 08:16:00,The Troublemakers,Thatt's Funny Alright,1-2-5,Swignline,,live,y,
1857242,Kendra K,Compilation,,03-18-2009 @ 08:12:00,Gear One,The One In The Middle,So Cold!!!,Frantic Records,,live,y,
1857199,Kendra K,,,03-18-2009 @ 08:09:00,Bib Black,The Model,Songs About Fucking,Touch and Go,,live,y,
1857198,Kendra K,Feature,,03-18-2009 @ 08:07:00,DJ Smokestack,Yoga,Shitala,Giving Tree,,live,y,
1857197,Kendra K,Compilation,,03-18-2009 @ 08:04:00,Curly Moore,Don't Pity Me,Get Low Down!,Sundazed,,live,y,
1857196,Kendra K,Compilation,,03-18-2009 @ 08:00:00,The Dovells,You Can't Sit Down,Philadelphia Freedom,London,,live,y,
1857195,Kendra K,Compilation,,03-18-2009 @ 07:55:00,Helene Smith,The Pot Can't Talk About The Kettle,Eccentric Soul: The Outskirts of Deep City,Numero Group,,live,y,
1857160,Kendra K,,,03-18-2009 @ 07:51:00,Mussolini Headkick,Plain Unhappy,Themes for Violent Retribution,Wax Trax,,live,y,
1857159,Kendra K,Feature,,03-18-2009 @ 07:47:00,Flipper,Sacrifice,Sex Bomb Baby,Water,,live,y,
1857158,Kendra K,,,03-18-2009 @ 07:45:00,The Avengers,Second to None,Avengers,CD,,live,y,y
1857157,Kendra K,Compilation,,03-18-2009 @ 07:40:00,Slight Seconds,Chameleon Lens,Waiting Room,Object Music,,live,y,
1857126,Kendra K,Feature,,03-18-2009 @ 07:35:00,Architecture In Helsinki,That Beep,That Beep,Polyvinyl,,live,y,
1857125,Kendra K,,,03-18-2009 @ 07:32:00,Heaven 17,(We Don't Need This) Facist Groove Thang,Higher and Higher,Virgin,,live,y,
1857124,Kendra K,Single,,03-18-2009 @ 07:27:00,Consolidated,This is Facism,This is Facism,Nettwerk,,live,y,
1857123,Kendra K,Single,,03-18-2009 @ 07:22:00,Mistah FAB,N.E.W. Oakland,The World's Introduction to the New Bay Area Legend,City Hall,,live,y,
1857092,Kendra K,,,03-18-2009 @ 07:18:00,The Kinks,Everybody's a Star (Starmaker),Soap Opera,RCA,,live,y,
1857091,Kendra K,,,03-18-2009 @ 07:14:00,Dennis Wilson,River Song,Pacific Ocean Blue,Legacy,,live,y,
1857090,Kendra K,Feature,,03-18-2009 @ 07:10:00,Anthony and the Johnsons,Her Eyes are Underneath the Ground,The Crying Light,Secretly Canadian,,live,y,
1857089,Kendra K,,,03-18-2009 @ 07:00:00,Branchville Cat Motel,Airlike Metal Web,Cranes Are Sleeping,estatic peace records + tapes,,live,y,
1391615,Kendra K,,Rock/Pop,11-23-2008 @ 05:30:00,Manowar,Achilles, Agony and Ecstacy in Eight Parts,The Triumph of Steel,Atlantic,,live,y,
438472,Kendra K,,,01-03-2008 @ 08:56:00,Faust,I've Got My Car and My TV,So Far,Brain,,live,y,
438471,Kendra K,,,01-03-2008 @ 08:53:00,The Montclairs,Unwanted Love,Make Up For Lost Time,Westside,,live,y,
438470,Kendra K,,,01-03-2008 @ 08:50:00,Small Faces,Tin Soldier,The Singles As &amp; Bs,See For Miles,,live,y,
438464,Kendra K,,,01-03-2008 @ 08:44:00,The Kinks,Ev'rybody's Gonna Be Happy,BBC Sessions,BBC,,live,y,
438463,Kendra K,Compilation,,01-03-2008 @ 08:40:00,Gerry and the Pacemakers,You'll Never Walk Alone,Hits of the Mersey Era,EMI,,live,y,
438462,Kendra K,,Rock/Pop,01-03-2008 @ 08:37:00,The Beach Boys,Hang on To Your Ego,Pet Sounds,Capitol,,live,y,
438461,Kendra K,,Other,01-03-2008 @ 08:34:00,Liberace,Na Na Hey Hey Kiss Him Goodbye,A Brand New Me,Warner Bros.,,live,y,
438460,Kendra K,Feature,Americana,01-03-2008 @ 08:32:00,Lee Hazelwood,Dark In My Heart,It's Cause And Cure,Water,,live,y,
438451,Kendra K,,,01-03-2008 @ 08:28:00,Swamp Dogg,Total Destruction to Your Mind,13 Prime Weiners,War Bride,,live,y,y
438450,Kendra K,,,01-03-2008 @ 08:24:00,The Bomb Bassets,Total Destruction To Your Mind,Take A Trip,Lookout!,,live,y,
438449,Kendra K,,,01-03-2008 @ 08:20:00,Stoneground,Rainy Day In June,s/t,Warner Bros.,,live,y,
438448,Kendra K,,,01-03-2008 @ 08:17:00,Jefferson Airplane,Somebody To Love,Surrealistic Pillow,RCA,,live,y,y
438440,Kendra K,Feature Compilation,,01-03-2008 @ 08:10:00,Inspiral Carpets,This is How It Feels,The Brit Box,Rhino,,live,y,
438439,Kendra K,Single,,01-03-2008 @ 08:08:00,The Chills,House With A Hundred Rooms,A House With A Hundred Rooms,Flying Nun,,live,y,
438438,Kendra K,Feature,,01-03-2008 @ 08:05:00,Jeremy Jay,Airwalker,Airwalker,K,,live,y,y
438437,Kendra K,,Rock/Pop,01-03-2008 @ 08:00:00,Jonathan Richman and the Modern Lovers,Someone I Care About,s/t,Home of the Hits,,live,y,y
438418,Kendra K,Feature,RPM,01-03-2008 @ 07:57:00,Wallpaper,Txt Me Yr Love,T Rex,s/r,,live,y,
438417,Kendra K,Feature,Hip Hop,01-03-2008 @ 07:52:00,The Pack,Booty Bounce Bopper,Based Boys,Jive,,live,y,
438416,Kendra K,Feature,Hip Hop,01-03-2008 @ 07:48:00,Scarface,Girl You Know,Made,Rap-a-Lot,,live,y,
438403,Kendra K,Feature Compilation,,01-03-2008 @ 07:43:00,Denis Brown,Created By The Father,When Rhythm Was King,Heartbeat,,live,y,
438402,Kendra K,Feature,World,01-03-2008 @ 07:40:00,Bob Marley &amp; The Wailers,Somewhere to Lay My Head,Another Dance- Rarities from Studio One,Heartbeat,,live,y,
438401,Kendra K,,World,01-03-2008 @ 07:36:00,Toots And The Maytals,54-46That's My Number,Reggae Greats,Mango,,live,y,
438400,Kendra K,Feature,World,01-03-2008 @ 07:32:00,Still Flyin,Big Lord,Time Wrinkle,S/R,,live,y,
438399,Kendra K,,Other,01-03-2008 @ 07:27:00,Skip James,20-20 Blues,King of the Delta Blues,Biograph,,live,y,
438387,Kendra K,,,01-03-2008 @ 07:22:00,BBQ,OUt of Time,Tie Your Noose,Bomp!,,live,y,
438386,Kendra K,Compilation,,01-03-2008 @ 07:20:00,Dragonfly,Celestial Empire,Pebbels Volume 15,Archive International Producions,,live,y,
438385,Kendra K,,,01-03-2008 @ 07:16:00,Rat Patrol,Help Us Make Money,Not A Youth Cult,Highly Obscure,,live,y,
438384,Kendra K,,,01-03-2008 @ 07:13:00,Das Oath,Untitled,Das Oath,Dim Mak,,live,y,
438383,Kendra K,,,01-03-2008 @ 07:10:00,Ex-Girl,Pretty You Ugly,Endangered Species,Alternative Tentacles,,live,y,
438373,Kendra K,,,01-03-2008 @ 07:07:00,Pizzicato Five,What Now Our Love,Couples,Sony,,live,y,
438372,Kendra K,,,01-03-2008 @ 07:02:00,Basement Jaxx,Broken Dreams,Rooty,XL,,live,y,
438371,Kendra K,Feature,,01-03-2008 @ 06:58:00,Junior Senior,We Are The Hand Claps,Hey Hey My My Yo Yo,Crunchy Frog,,live,y,
438370,Kendra K,Feature Single,RPM,01-03-2008 @ 06:55:00,Dandi Wind,Safety Dance,Break the Bone and Suck the Marrow From It,Summer Lovers Unlimited,,live,y,
438352,Kendra K,Compilation,Rock/Pop,01-03-2008 @ 06:50:00,Tommy James &amp; The Shondells,Mirage,Bubblegum Classics v.3,Varese Sarabande,,live,y,
438351,Kendra K,Compilation,,01-03-2008 @ 06:47:00,The Honeycombs,Have I The Right,The British Invasion,Rhino,,live,y,
438350,Kendra K,Compilation,,01-03-2008 @ 06:45:00,John Leyton,Johnny Remember Me,It's Hard to Believe it: The Amazing World of Joe Meek,Razor &amp; Tie,,live,y,
438349,Kendra K,,Rock/Pop,01-03-2008 @ 06:38:00,Bronski Beat,I Feel Love,Age of Consent,MCA,,live,y,
438348,Kendra K,,Rock/Pop,01-03-2008 @ 06:35:00,New Order,Age of Consent,Power Corruption and Lies,Rough Trade,,live,y,y
438335,Kendra K,Feature Compilation,,01-03-2008 @ 06:27:00,Sylvester,I Need Somebody Tonight,Dirty Space Disco,Dirty,,live,y,
438334,Kendra K,,Rock/Pop,01-03-2008 @ 06:20:00,Depeche Mode,Sweetest Perfection,Violation,Sire,,live,y,y
438333,Kendra K,,Rock/Pop,01-03-2008 @ 06:15:00,Queen,Radiogaga,The Works,Capitol,,live,y,
438332,Kendra K,Single,Rock/Pop,01-03-2008 @ 06:10:00,X-Mal Deutschland,Sehnsucht,Qual,4AD,,live,y,
438331,Kendra K,,RPM,01-03-2008 @ 06:05:00,Kraftwerk,Morgenspaziergang,Autobahn,Vertigo,,live,y,
436898,Kendra K,,Rock/Pop,01-02-2008 @ 11:56:00,Scorpions,It All Depends,Lonesome Crow,Brain,,live,y,
436897,Kendra K,Feature,,01-02-2008 @ 11:52:00,PJ Harvey,The Devil,White Chalk,Island,,live,y,y
436896,Kendra K,Feature,Hip Hop,01-02-2008 @ 11:50:00,The Pack,Candy,Based Boys,Jive,,live,y,
436895,Kendra K,Feature Compilation,RPM,01-02-2008 @ 11:44:00,Dj Ayres,Go Back,Ultimate T&amp;A,T&amp;A,,live,y,
436879,Kendra K,Feature,,01-02-2008 @ 11:43:00,Subway Sect,I Changed My Mind (On The Telephone),1978 Now,Overground,,live,y,
436878,Kendra K,,Rock/Pop,01-02-2008 @ 11:41:00,Thee Headcoats,We're Gone,Heavens to Murgatroyd, Even!,Sub Pop,,live,y,y
436877,Kendra K,,Rock/Pop,01-02-2008 @ 11:38:00,The Ne'er Do Wells,Where's Mickey?,Gift of Knowledge,Lookout!,,live,y,
436876,Kendra K,,Rock/Pop,01-02-2008 @ 11:36:00,The Cyrkle,Straighten Out My Messed Up Life,Red Rubber Ball,Sundazed,,live,y,
436844,Kendra K,,Rock/Pop,01-02-2008 @ 11:29:00,Meic Stevens,Glaw yn y Dail (Rain in the Leaves),Rain the Leaves,Sunbeam,,live,y,
436843,Kendra K,,Americana,01-02-2008 @ 11:23:00,Michael Chapman,Not So Much A garden - More Like a Maze,Rainmaker/Fully Qualified Survivor,Harvest,,live,y,
436842,Kendra K,,Americana,01-02-2008 @ 11:21:00,Benny Barnes,Train of Love,Country Classical Hayride Style,Cowgirlboy,,live,y,
436841,Kendra K,,Americana,01-02-2008 @ 11:18:00,Bob Wills and His Texas Playboys,Sitting On Top of The World,Legends of Country Music,Colombia,,live,y,
436840,Kendra K,,Americana,01-02-2008 @ 11:15:00,Dude Martin,Mosey On,s/t,Cowgirlboy,,live,y,
436825,Kendra K,Feature Compilation,Rock/Pop,01-02-2008 @ 11:09:00,The Magicians,Love, Let's Try It Again,Hitsville West,Kent Soul,,live,y,
436824,Kendra K,Compilation,Rock/Pop,01-02-2008 @ 11:06:00,Arthur Conley,Funky Street,Soul Clan,Atco,,live,y,
436823,Kendra K,Feature,Rock/Pop,01-02-2008 @ 11:03:00,Tyrone Ashley's Funky Music Machine,I Want My Baby Back,Let Me Be Your Man,Truth &amp; Soul,,live,y,
436822,Kendra K,Compilation,Rock/Pop,01-02-2008 @ 11:00:00,The Marquees,Hey Little School Girl,Okeh Rhythym &amp; Blues,Epic,,live,y,
436821,Kendra K,Feature,Rock/Pop,01-02-2008 @ 10:57:00,Nella Dodds,Finders Keepers, Losers Weepers,This Is A Girl's Life,Kent Soul,,live,y,
436805,Kendra K,,Rock/Pop,01-02-2008 @ 10:55:00,The Replacements,Kiss Me on The Bus,Tim,Sire,,live,y,
436804,Kendra K,Feature Compilation,Rock/Pop,01-02-2008 @ 10:50:00,Placebo,You Don't Care About Us,The Brit Box,Rhino,,live,y,
436803,Kendra K,,Rock/Pop,01-02-2008 @ 10:46:00,Apples in Stereo,Silver Chain,Tone Soul Evolution,spinart,,live,y,
436802,Kendra K,Feature,Rock/Pop,01-02-2008 @ 10:42:00,Owls,Peppermint Patty,Daughters and Sons,Magik Marker,,live,y,
436789,Kendra K,,Rock/Pop,01-02-2008 @ 10:40:00,Tokyo Sex Destruction,Break-out town,Le Red Soul Communitte,Dim Mak,,live,y,y
436788,Kendra K,,Rock/Pop,01-02-2008 @ 10:38:00,The Who,Leavin' Here,Who's Missing,RCA,,live,y,
436787,Kendra K,Compilation,Rock/Pop,01-02-2008 @ 10:35:00,Czerwono-Czarni,Good Lovin',Wrenchin' The Wires v. 2,Zuma,,live,y,
436763,Kendra K,Compilation,,01-02-2008 @ 10:32:00,Johnny and the Coachman,Gloria,Bright Lights Big City,Beat Rocket,,live,y,
436762,Kendra K,Single,,01-02-2008 @ 10:29:00,The Hi-Fives,Baby Let's Grow Old,It's Up To You,Lookout!,,live,y,
436761,Kendra K,,Rock/Pop,01-02-2008 @ 10:27:00,Onion Flavored Rings,Butterflies,s/t,Spam,,live,y,
436760,Kendra K,Feature,Rock/Pop,01-02-2008 @ 10:25:00,The Children's Crusade,World Expo, Chicago,Get Awesome,It's Alive,,live,y,
436759,Kendra K,Feature,Rock/Pop,01-02-2008 @ 10:22:00,Busy Signals,Kiss and Tell,s/t,Dirtnap,,live,y,
436727,Kendra K,,Rock/Pop,01-02-2008 @ 10:17:00,Judy Garland,I'm Nobody's Baby,Forever Judy,MGM,,live,y,
436726,Kendra K,,Americana,01-02-2008 @ 10:15:00,Connie Smith,Aint Had No Lovin',Born To Sing,RCA Victor,,live,y,
436725,Kendra K,Feature,Americana,01-02-2008 @ 10:10:00,Karern Dalton,It Hurts Me To,Cotton Eye Joe,Megaphone,,live,y,
436724,Kendra K,,Rock/Pop,01-02-2008 @ 10:07:00,Nedelle,Winged Can,From The Lion's Mouth,Kill Rock Stars,,live,y,
436723,Kendra K,Feature,Rock/Pop,01-02-2008 @ 10:02:00,Emily Jane White,Dagger,Dark Undercoat,Double Negative,,live,y,y
436704,Kendra K,,Rock/Pop,01-02-2008 @ 09:57:00,Destoyer,Priest's Knees,Destoyer's Rubies,Merge,,live,y,
436703,Kendra K,,Rock/Pop,01-02-2008 @ 09:53:00,The Battles,Brothers and Sisters,Lucanthropy,s/r,,live,y,
436702,Kendra K,Single,Rock/Pop,01-02-2008 @ 09:46:00,Men's Club,Woman Driver,n/a,Man's Ruin,,live,y,
436701,Kendra K,Feature,Rock/Pop,01-02-2008 @ 09:42:00,Griefs,It Was Another Time,Throwing a Tempo Tantrum,Spoonful,,live,y,
